recordID,acceptedNameUsage,verbatimIdentification,species,kingdom,phylum,class,order,family,taxonRank,locationID,higherGeographyID,locality,locationRemarks,lat,long,countryCode_alpha3,occurrenceStatus,occurrenceRemarks,establishmentMeans,occurrenceReference,eradicationStatus,eradicationYear,eradicationReference,estimatedIntroductionDate,firstObservationRecord,firstPublishedRecord,firstRecordReference,habitat,isInvasive,invasiveReference
83,Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,persistent alien,introduced,[1][65][75][130][340],,,,,1901,,[75][130],terrestrial,Inconclusive,
84,Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,absent,eradicated,introduced,[298],eradicated,2016,[298],,2014,2016,[298],terrestrial,Non-invasive,[298]
85,Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[65][75][130][340],,,,,1874,1885,[266],terrestrial,Inconclusive,
86,Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,PEDWAR,sub-Antarctic,Prince Edward Islands,Marion Island,-46.79491038,37.79328163,ZAF,present,major impact,introduced,[1][16][65][223],,,,1950s,1965,,[16][202],terrestrial,Invasive,[16][68][142]
87,Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,present,persistent,introduced,[199][213][354],,,,,1949,1962,[199],terrestrial,Inconclusive,
88,Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Gough Island,-37.28580305,-12.47670702,SHN,present,widespread,introduced,[65][93][97][131][208][212][333][344],,,,,,,,terrestrial,Invasive,[131][303]
89,Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Inaccessible Island,-37.28580305,-12.47670702,SHN,present,invasive,introduced,[65][93][97][271][333][344],,,,,,,,terrestrial,Invasive,[212]
90,Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,very large impact,introduced,[65][93][97][212][217][333][344],,,,,1938,1951,[97][184][217],terrestrial,Invasive,[217]
91,Agrostis vinealis Schreb.,Agrostis vinealis,Agrostis vinealis,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,present,restricted naturalised,introduced,[213][214][354],,,,,,,,terrestrial,Non-invasive,[213][354]
92,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,Agrotis ipsilon,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,ANTIPO,sub-Antarctic,Antipodes,Antipodes Islands,-49.67979937,178.7673311,NZL,present,,introduced,[9][55],,,,,1990,1994,[126],terrestrial,Inconclusive,
93,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,Agrotis ipsilon,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,AUCKLA,sub-Antarctic,Auckland,Auckland Islands,-50.69186457,166.1163441,NZL,present,,introduced,[9][55],,,,,,,,terrestrial,Inconclusive,
94,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,Agrotis ipsilon,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,,introduced,[9][55],,,,,1961,1964,[193],terrestrial,Inconclusive,
95,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,Agrotis ipsilon,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,uncertain,two specimens in station,introduced,[378],,,,,1972,2014,[378],terrestrial,Non-invasive,[378]
96,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,Agrotis ipsilon,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,,introduced,[9][55],,,,,1953,,[18],terrestrial,Inconclusive,
97,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,Agrotis ipsilon,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,cosmopolitan,introduced,[55][197][340],,,,,1955,1959,[197],terrestrial,Inconclusive,
98,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,Agrotis ipsilon,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,PEDWAR,sub-Antarctic,Prince Edward Islands,Marion Island,-46.79491038,37.79328163,ZAF,uncertain,,introduced,[16][55][206][209][223][276],,,,,,,,terrestrial,Non-invasive,[16][223]
99,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,Agrotis ipsilon,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,uncertain,,introduced,[55][158][251],,,,,1954,1987,[251],terrestrial,Non-invasive,[158]
100,"Agrotis segetum (Denis & SchiffermŸller, 1775)",Agrotis segetum,Agrotis segetum,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,PEDWAR,sub-Antarctic,Prince Edward Islands,Marion Island,-46.79491038,37.79328163,ZAF,absent,"synanthropic, transient",vagrant,[16][55][223],,,,,1992,1994,[207],terrestrial,Non-invasive,[223]
101,"Agrotis segetum (Denis & SchiffermŸller, 1775)",Agrotis segetum,Agrotis segetum,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,,introduced,[3][55],,,,,,,,terrestrial,Inconclusive,
102,"Ahasverus advena (Walt, 1832)",Ahasverus advena,Ahasverus advena,Animalia,Arthropoda,Insecta,Coleoptera,Silvanidae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,absent,not established,introduced,[224],,,,,2007,2021,[224],terrestrial,Non-invasive,[224]
103,"Ahasverus advena (Walt, 1832)",Ahasverus advena,Ahasverus advena,Animalia,Arthropoda,Insecta,Coleoptera,Silvanidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,synanthropic,introduced,[3][156],,,,,1938,1948,[156],terrestrial,Non-invasive,[156]
104,Aira caryophyllea L.,Aira caryophyllea,Aira caryophyllea,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,widespread and scarce to common,introduced,[81][275],,,,,1822,1847,[83],terrestrial,Invasive,[81]
105,Aira caryophyllea L.,Aira caryophyllea,Aira caryophyllea,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,widespread and scarce to common,introduced,[81][275],,,,,1907-1908,1911,[83],terrestrial,Invasive,[81]
106,Aira caryophyllea L.,Aira caryophyllea,Aira caryophyllea,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Inaccessible Island,-37.28580305,-12.47670702,SHN,present,,introduced,[93][97][212][271][333][344],,,,,1938,1951,[97][184],terrestrial,Inconclusive,
107,Aira caryophyllea L.,Aira caryophyllea,Aira caryophyllea,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Nightingale Island,-37.28580305,-12.47670702,SHN,present,,introduced,[212][333],,,,,,,,terrestrial,Inconclusive,
108,Aira caryophyllea L.,Aira caryophyllea,Aira caryophyllea,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,present,all around the island,introduced,[93][97][212][217][333][344],,,,,1937,1951,[97][184][217],terrestrial,Invasive,[217]
109,Aira praecox L.,Aira praecox,Aira praecox,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CROZET,sub-Antarctic,Crozet,Archipel Crozet,-46.21174594,51.24779081,ATF,present,,introduced,[75],,,,,2004,,[75],terrestrial,Inconclusive,
110,Aira praecox L.,Aira praecox,Aira praecox,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,,introduced,[299],,,,,2004,,[299],terrestrial,Inconclusive,
111,Aira praecox L.,Aira praecox,Aira praecox,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,near ubiquitous and very common,introduced,[65][81][275],,,,,1904,1907,[83],terrestrial,Invasive,[81]
112,Aira praecox L.,Aira praecox,Aira praecox,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,near ubiquitous and very common,introduced,[65][81][275],,,,,1907-1908,1913,[83],terrestrial,Invasive,[81]
113,Aira praecox L.,Aira praecox,Aira praecox,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,KERGUE,sub-Antarctic,Kerguelen,ëles Kerguelen,-49.32249108,69.47727492,ATF,present,,introduced,[1][65][75][130],,,,,1995,,[75][130],terrestrial,Inconclusive,
114,Alauda arvensis arvensis,Alauda arvensis arvensis,Alauda arvensis arvensis,Animalia,Chordata,Aves,Passeriformes,Alaudidae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,breeding,introduced,[117],,,,,,,,terrestrial,Inconclusive,
115,"Alauda arvensis Linnaeus, 1758",Alauda arvensis,Alauda arvensis,Animalia,Chordata,Aves,Passeriformes,Alaudidae,species,AUCKLA,sub-Antarctic,Auckland,Adams Island,-50.69186457,166.1163441,NZL,present,"secondary introduction, vagrant",vagrant,[283],,,,,,,,terrestrial,Non-invasive,[283]
116,"Alauda arvensis Linnaeus, 1758",Alauda arvensis,Alauda arvensis,Animalia,Chordata,Aves,Passeriformes,Alaudidae,species,AUCKLA,sub-Antarctic,Auckland,Enderby Island,-50.69186457,166.1163441,NZL,uncertain,vagrant,vagrant,[72][118],,,,,1942,,[72][118],terrestrial,Non-invasive,[72][118]
117,"Alauda arvensis Linnaeus, 1758",Alauda arvensis,Alauda arvensis,Animalia,Chordata,Aves,Passeriformes,Alaudidae,species,SNARES,sub-Antarctic,Snares,The Snares/Tini Heke,-48.03671683,166.5629409,NZL,present,,introduced,[53],,,,,1972,1974,[53],terrestrial,Inconclusive,
118,Alchemilla monticola Opiz,Alchemilla monticola,Alchemilla monticola,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,uncertain,last seen 1992,introduced,[1][65][98][214][333][346],,,,,1964,1965,[200],terrestrial,Non-invasive,[346][354]
119,"Alicorhagia Berlese, 1910",Alicorhagia sp.,Alicorhagia sp.,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Alicorhagiidae,genus,ACBR03,Antarctica,North-west Antarctic Peninsula,"Deception Island, South Shetland Islands",-69,-65,ATA,uncertain,,introduced,[110][285],,,,,2010,2013,[110][163],terrestrial,Non-invasive,[110]
120,"Alliphis siculus (Oudemans, 1905)",Alliphis siculus,Alliphis siculus,Animalia,Arthropoda,Arachnida,Mesostigmata,Eviphididae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,,introduced,[174],,,,,,,,terrestrial,Inconclusive,
121,"Alliphis siculus (Oudemans, 1905)",Alliphis siculus,Alliphis siculus,Animalia,Arthropoda,Arachnida,Mesostigmata,Eviphididae,species,MACQUA,sub-Antarctic,Macquarie,Macquarie Island,-54.62342985,158.8592739,AUS,present,,introduced,[18],,,,,,,,terrestrial,Inconclusive,
122,Allium cepa L.,Allium cepa,Allium cepa,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,species,AUCKLA,sub-Antarctic,Auckland,Auckland Islands,-50.69186457,166.1163441,NZL,uncertain,,introduced,[65][323],,,,,1840,1845,[323],terrestrial,Inconclusive,
123,Allium cepa L.,Allium cepa,Allium cepa,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,transient,vagrant,[65][134][191],,,,,1972,1975,[191],terrestrial,Non-invasive,[134]
124,Allium cepa L.,Allium cepa,Allium cepa,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,in gardens,introduced,[340],,,,,,,,terrestrial,Non-invasive,[340]
125,Allium L.,Allium porrum,Allium,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,species,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,in gardens,introduced,[340],,,,,,,,terrestrial,Non-invasive,[340]
126,Allium schoenoprasum L.,Allium schoenoprasum,Allium schoenoprasum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,very local and very rare,introduced,[81][275],,,,,,,,terrestrial,Non-invasive,[81][275]
127,Allium schoenoprasum L.,Allium schoenoprasum,Allium schoenoprasum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,rare,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
128,Allium schoenoprasum L.,Allium schoenoprasum,Allium schoenoprasum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,species,SGEORG,sub-Antarctic,South Georgia and the South Sandwich Islands,South Georgia,-54.31514083,-36.70984596,SGS,absent,"eradicated, last seen 2015",introduced,[98][213][214][346][353],eradicated,,[354],,1967,1973,[98],terrestrial,Non-invasive,[213][346]
129,Allium triquetrum L.,Allium triquetrum,Allium triquetrum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and rare,introduced,[65][81][275],,,,,,,,terrestrial,Non-invasive,[81][275]
130,Allium triquetrum L.,Allium triquetrum,Allium triquetrum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,local and rare,introduced,[65][81][275],,,,,,,,terrestrial,Non-invasive,[81][275]
131,"Allolobophora chlorotica (Savigny, 1826)",Allolobophora chlorotica,Allolobophora chlorotica,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,species,KERGUE,sub-Antarctic,Kerguelen,Port-aux-Fran�ais,-49.32249108,69.47727492,ATF,present,rare,introduced,[224],,,,,,2021,[224],terrestrial,Non-invasive,[224]
132,"Allolobophora chlorotica (Savigny, 1826)",Allolobophora cp. chlorotica,Allolobophora chlorotica,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,species,TRISTI,sub-Antarctic,Tristan group,Tristan da Cunha Island,-37.28580305,-12.47670702,SHN,uncertain,,introduced,[3][177][178],,,,,,,,terrestrial,Inconclusive,
133,Alnus alnobetula (Ehrh.) K.Koch,Alnus viridis,Alnus alnobetula,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,uncertain,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
134,Alnus alnobetula (Ehrh.) K.Koch,Alnus viridis,Alnus alnobetula,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,uncertain,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
135,Alnus cordata (Loisel.) Duby,Alnus cordata,Alnus cordata,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,uncertain,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
136,Alnus cordata (Loisel.) Duby,Alnus cordata,Alnus cordata,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,uncertain,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
137,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,Alnus glutinosa,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,uncertain,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
138,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,Alnus glutinosa,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,uncertain,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
139,Alnus incana (L.) Moench,Alnus incana,Alnus incana,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,uncertain,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
140,Alnus incana (L.) Moench,Alnus incana,Alnus incana,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,uncertain,,introduced,[92],,,,,1977,1982,[92],terrestrial,Inconclusive,
141,Alnus Mill.,Alnus sp.,Alnus sp.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,genus,NAMSTP,sub-Antarctic,New Amsterdam and St. Paul,ële Amsterdam,-38.26674246,77.54711913,ATF,present,,introduced,[340],,,,,,,,terrestrial,Inconclusive,
142,Alopecurus geniculatus L.,Alopecurus geniculatus,Alopecurus geniculatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,AUCKLA,sub-Antarctic,Auckland,Auckland Islands,-50.69186457,166.1163441,NZL,present,restricted distribution,introduced,[65][125],,,,,1943,1965,[125],terrestrial,Non-invasive,[125]
143,Alopecurus geniculatus L.,Alopecurus geniculatus,Alopecurus geniculatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CAMPBE,sub-Antarctic,Campbell,Campbell Island/Motu Ihupuku,-52.53763652,169.1425801,NZL,present,restricted alien,introduced,[65][134],,,,,,,,terrestrial,Non-invasive,[134]
144,Alopecurus geniculatus L.,Alopecurus geniculatus,Alopecurus geniculatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,CROZET,sub-Antarctic,Crozet,ële de la Possession,-46.21174594,51.24779081,ATF,present,persistent alien,introduced,[1][65][130],,,,,1982,,[130],terrestrial,Inconclusive,
145,Alopecurus geniculatus L.,Alopecurus geniculatus,Alopecurus geniculatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,ACBR07,Antarctica,East Antarctica,"Progress 2 Station, Larsemann Hills",-65,90,ATA,absent,eradicated,introduced,[276][278][285],eradicated,1999-2012,[276][278][285],,1995,1999,[278],terrestrial,Non-invasive,[276]
146,Alopecurus geniculatus L.,Alopecurus geniculatus,Alopecurus geniculatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,East Falkland,-51.78640574,-59.10198666,FLK,present,local and scarce to common,introduced,[81][275],,,,,,,,terrestrial,Non-invasive,[81][275]
147,Alopecurus geniculatus L.,Alopecurus geniculatus,Alopecurus geniculatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Pebble Island,-51.78640574,-59.10198666,FLK,present,rare,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
148,Alopecurus geniculatus L.,Alopecurus geniculatus,Alopecurus geniculatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,Speedwell Island,-51.78640574,-59.10198666,FLK,present,rare,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
149,Alopecurus geniculatus L.,Alopecurus geniculatus,Alopecurus geniculatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,species,FALKLA,sub-Antarctic,Falklands/Malvinas,West Falkland,-51.78640574,-59.10198666,FLK,present,rare,introduced,[275],,,,,,,,terrestrial,Non-invasive,[275]
